,entrez_id,AveExpr,logFC,lfcSE,stat,P.Value,adj.P.Val,GeneLength,MGI.symbol,Human.EntrezID,HGNC.symbol
162,100862013,1038.42600360728,6.44953744527412,0.291425285320726,22.1310152898234,1.58957768310788e-108,1.87854720636422e-106,589,NA,NA,NA
163,74239,1278.22838800846,-5.38549059557284,0.243922180521838,-22.078724386816,5.06172825102698e-108,5.94520167889028e-106,4359,Iqce,NA,NA
164,14208,4426.56703028518,-3.98156121469536,0.180394271287243,-22.0714393327685,5.94680923586481e-108,6.94217456223365e-106,2165,Ppm1g,5496,PPM1G
165,73321,1258.87772124767,-3.74272479887025,0.169619197383308,-22.0654551879077,6.78819896836406e-108,7.87636783329272e-106,1075,1700042O10Rik,NA,NA
166,100303746,1364.18680648832,-7.21531530314216,0.327514462082474,-22.0305242622392,1.46863752528197e-107,1.69379912177851e-105,61,NA,NA,NA
167,777675,1960.27264923428,5.24624476974643,0.238145820693553,22.0295479234856,1.5006345217641e-107,1.72033819875292e-105,17,NA,NA,NA
168,234404,639.991930658816,6.39988024446964,0.290533595680726,22.0280213359649,1.5520644032488e-107,1.76870672620228e-105,2778,Nxnl1,115861,NXNL1
169,67495,2010.5656798016,-5.100716644006,0.232005173939019,-21.9853572978794,3.97653528899382e-107,4.50477917797554e-105,2864,Tmem167b,NA,NA
170,380845,794.162127593886,6.96325691924523,0.316777752985217,21.9815212830624,4.32716887850905e-107,4.87315577523857e-105,649,Gm904,NA,NA
171,71086,10565.9148045951,6.71165100703331,0.305348773153578,21.980278282165,4.44727738386055e-107,4.97913014701814e-105,1724,4933412E12Rik,NA,NA
172,791411,2045.88410324934,7.07272852064717,0.322209578939679,21.9507084299665,8.52624581920318e-107,9.49040559352586e-105,952,Gm13199,NA,NA
173,67490,771.324772300313,6.34423957172202,0.289034020117343,21.9498022037211,8.69790474662401e-107,9.62551366324373e-105,4335,Ufl1,23376,UFL1
174,100502987,2422.99440013804,5.6783533897424,0.258769720580916,21.9436546787429,9.95703348363292e-107,1.09555980485145e-104,3691,NA,NA,NA
175,170750,3478.41859655677,6.38479442000754,0.292325199701227,21.8414095895023,9.38158786652479e-106,1.02634571259781e-103,2406,Xpnpep1,7511,XPNPEP1
176,11541,1085.3944129204,8.02607153006746,0.367624210993858,21.8322713522303,1.14583188265637e-105,1.24641769281001e-103,1844,Adora2b,136,ADORA2B
177,19844,3251.87439843362,-4.25273525668,0.195307201027643,-21.7745952750513,4.04023021292759e-105,4.37006821618637e-103,165,Rnu1b1,NA,NA
178,74155,1972.53176091823,7.47858020343453,0.343755354648438,21.7555307933543,6.12337601757194e-105,6.58606931777611e-103,3018,Errfi1,54206,ERRFI1
